,Jacard Benzerliği
"('Miles Bletchley', 'Pansy Parkinson')",0.0
"('Miles Bletchley', 'Parvati Patil')",0.0
"('Miles Bletchley', 'Penelope Clearwater')",0.0
"('Miles Bletchley', 'Percy Weasley')",0.0
"('Miles Bletchley', 'Peregrine Derrick')",0.0
"('Miles Bletchley', 'Roger Davies')",0.0
"('Miles Bletchley', 'Romilda Vane')",0.0
"('Miles Bletchley', 'Ronald Weasley')",0.0
"('Miles Bletchley', 'Rose Zeller')",0.0
"('Miles Bletchley', 'Seamus Finnigan')",0.0
"('Miles Bletchley', 'Stewart Ackerley')",0.0
"('Miles Bletchley', 'Susan Bones')",0.0
"('Miles Bletchley', 'Terry Boot')",0.0
"('Miles Bletchley', 'Theodore Nott')",0.0
"('Miles Bletchley', 'Vincent Crabbe')",0.0
"('Miles Bletchley', 'Zacharias Smith')",0.0
"('Millicent Bulstrode', 'Adrian Pucey')",0.0
"('Millicent Bulstrode', 'Alicia Spinnet')",0.0
"('Millicent Bulstrode', 'Angelina Johnson')",0.0
"('Millicent Bulstrode', 'Anthony Goldstein')",0.0
"('Millicent Bulstrode', 'Blaise Zabini')",0.0
"('Millicent Bulstrode', 'C. Warrington')",0.0
"('Millicent Bulstrode', 'Cedric Diggory')",0.0
"('Millicent Bulstrode', 'Cho Chang')",0.0
"('Millicent Bulstrode', 'Colin Creevey')",0.0
"('Millicent Bulstrode', 'Cormac McLaggen')",0.0
"('Millicent Bulstrode', 'Dean Thomas')",0.0
"('Millicent Bulstrode', 'Demelza Robins')",0.0
"('Millicent Bulstrode', 'Dennis Creevey')",0.0
"('Millicent Bulstrode', 'Draco Malfoy')",0.0
"('Millicent Bulstrode', 'Eddie Carmichael')",0.0
"('Millicent Bulstrode', 'Eleanor Branstone')",0.0
"('Millicent Bulstrode', 'Ernie Macmillan')",0.0
"('Millicent Bulstrode', 'Euan Abercrombie')",0.0
"('Millicent Bulstrode', 'Fred Weasley')",0.0
"('Millicent Bulstrode', 'George Weasley')",0.0
"('Millicent Bulstrode', 'Ginny Weasley')",0.0
"('Millicent Bulstrode', 'Graham Pritchard')",0.0
"('Millicent Bulstrode', 'Gregory Goyle')",0.0
"('Millicent Bulstrode', 'Hannah Abbott')",0.0
"('Millicent Bulstrode', 'Harry James Potter')",0.0
"('Millicent Bulstrode', 'Hermione Granger')",0.0
"('Millicent Bulstrode', 'Jimmy Peakes')",0.0
"('Millicent Bulstrode', 'Justin Finch-Fletchley')",0.0
"('Millicent Bulstrode', 'Katie Bell')",0.0
"('Millicent Bulstrode', 'Kevin Whitby')",0.0
"('Millicent Bulstrode', 'Lavender Brown')",0.0
"('Millicent Bulstrode', 'Leanne')",0.0
"('Millicent Bulstrode', 'Lee Jordan')",0.0
"('Millicent Bulstrode', 'Lucian Bole')",0.0
"('Millicent Bulstrode', 'Luna Lovegood')",0.0
"('Millicent Bulstrode', 'Malcolm Baddock')",0.0
"('Millicent Bulstrode', 'Mandy Brocklehurst')",0.0
"('Millicent Bulstrode', 'Marcus Belby')",0.0
"('Millicent Bulstrode', 'Marcus Flint')",0.0
"('Millicent Bulstrode', 'Michael Corner')",0.0
"('Millicent Bulstrode', 'Miles Bletchley')",0.0
"('Millicent Bulstrode', 'Natalie McDonald')",0.0
"('Millicent Bulstrode', 'Neville Longbottom')",0.0
"('Millicent Bulstrode', 'Oliver Wood')",0.0
"('Millicent Bulstrode', 'Orla Quirke')",0.0
"('Millicent Bulstrode', 'Owen Cauldwell')",0.0
"('Millicent Bulstrode', 'Padma Patil')",0.0
"('Millicent Bulstrode', 'Pansy Parkinson')",0.0
"('Millicent Bulstrode', 'Parvati Patil')",0.0
"('Millicent Bulstrode', 'Penelope Clearwater')",0.0
"('Millicent Bulstrode', 'Percy Weasley')",0.0
"('Millicent Bulstrode', 'Peregrine Derrick')",0.0
"('Millicent Bulstrode', 'Roger Davies')",0.0
"('Millicent Bulstrode', 'Romilda Vane')",0.0
"('Millicent Bulstrode', 'Ronald Weasley')",0.0
"('Millicent Bulstrode', 'Rose Zeller')",0.0
"('Millicent Bulstrode', 'Seamus Finnigan')",0.0
"('Millicent Bulstrode', 'Stewart Ackerley')",0.0
"('Millicent Bulstrode', 'Susan Bones')",0.0
"('Millicent Bulstrode', 'Terry Boot')",0.0
"('Millicent Bulstrode', 'Theodore Nott')",0.0
"('Millicent Bulstrode', 'Vincent Crabbe')",0.0
"('Millicent Bulstrode', 'Zacharias Smith')",0.0
"('Natalie McDonald', 'Adrian Pucey')",0.0
"('Natalie McDonald', 'Alicia Spinnet')",0.0
"('Natalie McDonald', 'Angelina Johnson')",0.0
"('Natalie McDonald', 'Anthony Goldstein')",0.0
"('Natalie McDonald', 'Blaise Zabini')",0.0
"('Natalie McDonald', 'C. Warrington')",0.0
"('Natalie McDonald', 'Cedric Diggory')",0.0
"('Natalie McDonald', 'Cho Chang')",0.0
"('Natalie McDonald', 'Colin Creevey')",0.0
"('Natalie McDonald', 'Cormac McLaggen')",0.0
"('Natalie McDonald', 'Dean Thomas')",0.0
"('Natalie McDonald', 'Demelza Robins')",0.0
"('Natalie McDonald', 'Dennis Creevey')",0.0
"('Natalie McDonald', 'Draco Malfoy')",0.0
"('Natalie McDonald', 'Eddie Carmichael')",0.0
"('Natalie McDonald', 'Eleanor Branstone')",0.0
"('Natalie McDonald', 'Ernie Macmillan')",0.0
"('Natalie McDonald', 'Euan Abercrombie')",0.0
"('Natalie McDonald', 'Fred Weasley')",0.0
"('Natalie McDonald', 'George Weasley')",0.0
"('Natalie McDonald', 'Ginny Weasley')",0.0
"('Natalie McDonald', 'Graham Pritchard')",0.0
"('Natalie McDonald', 'Gregory Goyle')",0.0
"('Natalie McDonald', 'Hannah Abbott')",0.0
"('Natalie McDonald', 'Harry James Potter')",0.0
"('Natalie McDonald', 'Hermione Granger')",0.0
"('Natalie McDonald', 'Jimmy Peakes')",0.0
"('Natalie McDonald', 'Justin Finch-Fletchley')",0.0
"('Natalie McDonald', 'Katie Bell')",0.0
"('Natalie McDonald', 'Kevin Whitby')",0.0
"('Natalie McDonald', 'Lavender Brown')",0.0
"('Natalie McDonald', 'Leanne')",0.0
"('Natalie McDonald', 'Lee Jordan')",0.0
"('Natalie McDonald', 'Lucian Bole')",0.0
"('Natalie McDonald', 'Luna Lovegood')",0.0
"('Natalie McDonald', 'Malcolm Baddock')",0.0
"('Natalie McDonald', 'Mandy Brocklehurst')",0.0
"('Natalie McDonald', 'Marcus Belby')",0.0
"('Natalie McDonald', 'Marcus Flint')",0.0
"('Natalie McDonald', 'Michael Corner')",0.0
"('Natalie McDonald', 'Miles Bletchley')",0.0
"('Natalie McDonald', 'Millicent Bulstrode')",0.0
"('Natalie McDonald', 'Neville Longbottom')",0.0
"('Natalie McDonald', 'Oliver Wood')",0.0
"('Natalie McDonald', 'Orla Quirke')",0.0
"('Natalie McDonald', 'Owen Cauldwell')",0.0
"('Natalie McDonald', 'Padma Patil')",0.0
"('Natalie McDonald', 'Pansy Parkinson')",0.0
"('Natalie McDonald', 'Parvati Patil')",0.0
"('Natalie McDonald', 'Penelope Clearwater')",0.0
"('Natalie McDonald', 'Percy Weasley')",0.0
"('Natalie McDonald', 'Peregrine Derrick')",0.0
"('Natalie McDonald', 'Roger Davies')",0.0
"('Natalie McDonald', 'Romilda Vane')",0.0
"('Natalie McDonald', 'Ronald Weasley')",0.0
"('Natalie McDonald', 'Rose Zeller')",0.0
"('Natalie McDonald', 'Seamus Finnigan')",0.0
"('Natalie McDonald', 'Stewart Ackerley')",0.0
"('Natalie McDonald', 'Susan Bones')",0.0
"('Natalie McDonald', 'Terry Boot')",0.0
"('Natalie McDonald', 'Theodore Nott')",0.0
"('Natalie McDonald', 'Vincent Crabbe')",0.0
"('Natalie McDonald', 'Zacharias Smith')",0.0
"('Neville Longbottom', 'Adrian Pucey')",0.0
"('Neville Longbottom', 'Alicia Spinnet')",0.21428571428571427
"('Neville Longbottom', 'Angelina Johnson')",0.21428571428571427
"('Neville Longbottom', 'Anthony Goldstein')",0.07142857142857142
"('Neville Longbottom', 'Blaise Zabini')",0.0
"('Neville Longbottom', 'C. Warrington')",0.0
"('Neville Longbottom', 'Cedric Diggory')",0.1
"('Neville Longbottom', 'Cho Chang')",0.1111111111111111
"('Neville Longbottom', 'Colin Creevey')",0.1
"('Neville Longbottom', 'Cormac McLaggen')",0.0
"('Neville Longbottom', 'Dean Thomas')",0.6
"('Neville Longbottom', 'Demelza Robins')",0.0
"('Neville Longbottom', 'Dennis Creevey')",0.1
"('Neville Longbottom', 'Draco Malfoy')",0.0
"('Neville Longbottom', 'Eddie Carmichael')",0.0
"('Neville Longbottom', 'Eleanor Branstone')",0.0
"('Neville Longbottom', 'Ernie Macmillan')",0.07142857142857142
"('Neville Longbottom', 'Euan Abercrombie')",0.0
"('Neville Longbottom', 'Fred Weasley')",0.26666666666666666
"('Neville Longbottom', 'George Weasley')",0.26666666666666666
"('Neville Longbottom', 'Ginny Weasley')",0.5454545454545454
"('Neville Longbottom', 'Graham Pritchard')",0.0
"('Neville Longbottom', 'Gregory Goyle')",0.0
"('Neville Longbottom', 'Hannah Abbott')",0.07142857142857142
"('Neville Longbottom', 'Harry James Potter')",0.4
"('Neville Longbottom', 'Hermione Granger')",0.5333333333333333
"('Neville Longbottom', 'Jimmy Peakes')",0.0
"('Neville Longbottom', 'Justin Finch-Fletchley')",0.07142857142857142
"('Neville Longbottom', 'Katie Bell')",0.07142857142857142
"('Neville Longbottom', 'Kevin Whitby')",0.0
"('Neville Longbottom', 'Lavender Brown')",0.1111111111111111
"('Neville Longbottom', 'Leanne')",0.0
"('Neville Longbottom', 'Lee Jordan')",0.18181818181818182
"('Neville Longbottom', 'Lucian Bole')",0.0
"('Neville Longbottom', 'Luna Lovegood')",0.75
"('Neville Longbottom', 'Malcolm Baddock')",0.0
"('Neville Longbottom', 'Mandy Brocklehurst')",0.0
"('Neville Longbottom', 'Marcus Belby')",0.0
"('Neville Longbottom', 'Marcus Flint')",0.0
"('Neville Longbottom', 'Michael Corner')",0.0
"('Neville Longbottom', 'Miles Bletchley')",0.0
"('Neville Longbottom', 'Millicent Bulstrode')",0.0
"('Neville Longbottom', 'Natalie McDonald')",0.0
"('Neville Longbottom', 'Oliver Wood')",0.14285714285714285
"('Neville Longbottom', 'Orla Quirke')",0.0
"('Neville Longbottom', 'Owen Cauldwell')",0.0
"('Neville Longbottom', 'Padma Patil')",0.125
"('Neville Longbottom', 'Pansy Parkinson')",0.0
"('Neville Longbottom', 'Parvati Patil')",0.3
"('Neville Longbottom', 'Penelope Clearwater')",0.0
"('Neville Longbottom', 'Percy Weasley')",0.3333333333333333
"('Neville Longbottom', 'Peregrine Derrick')",0.0
"('Neville Longbottom', 'Roger Davies')",0.0
"('Neville Longbottom', 'Romilda Vane')",0.0
"('Neville Longbottom', 'Ronald Weasley')",0.5333333333333333
"('Neville Longbottom', 'Rose Zeller')",0.0
"('Neville Longbottom', 'Seamus Finnigan')",0.6
"('Neville Longbottom', 'Stewart Ackerley')",0.0
"('Neville Longbottom', 'Susan Bones')",0.07142857142857142
"('Neville Longbottom', 'Terry Boot')",0.14285714285714285
"('Neville Longbottom', 'Theodore Nott')",0.0
"('Neville Longbottom', 'Vincent Crabbe')",0.0
"('Neville Longbottom', 'Zacharias Smith')",0.0
"('Oliver Wood', 'Adrian Pucey')",0.0
"('Oliver Wood', 'Alicia Spinnet')",0.8888888888888888
"('Oliver Wood', 'Angelina Johnson')",0.8888888888888888
"('Oliver Wood', 'Anthony Goldstein')",0.07142857142857142
"('Oliver Wood', 'Blaise Zabini')",0.0
"('Oliver Wood', 'C. Warrington')",0.0
"('Oliver Wood', 'Cedric Diggory')",0.1
"('Oliver Wood', 'Cho Chang')",0.1111111111111111
"('Oliver Wood', 'Colin Creevey')",0.1
"('Oliver Wood', 'Cormac McLaggen')",0.0
"('Oliver Wood', 'Dean Thomas')",0.14285714285714285
"('Oliver Wood', 'Demelza Robins')",0.0
"('Oliver Wood', 'Dennis Creevey')",0.1
"('Oliver Wood', 'Draco Malfoy')",0.0
"('Oliver Wood', 'Eddie Carmichael')",0.0
"('Oliver Wood', 'Eleanor Branstone')",0.0
"('Oliver Wood', 'Ernie Macmillan')",0.07142857142857142
"('Oliver Wood', 'Euan Abercrombie')",0.0
"('Oliver Wood', 'Fred Weasley')",0.7272727272727273
"('Oliver Wood', 'George Weasley')",0.7272727272727273
"('Oliver Wood', 'Ginny Weasley')",0.3076923076923077
"('Oliver Wood', 'Graham Pritchard')",0.0
"('Oliver Wood', 'Gregory Goyle')",0.0
"('Oliver Wood', 'Hannah Abbott')",0.07142857142857142
"('Oliver Wood', 'Harry James Potter')",0.3333333333333333
"('Oliver Wood', 'Hermione Granger')",0.5333333333333333
"('Oliver Wood', 'Jimmy Peakes')",0.0
"('Oliver Wood', 'Justin Finch-Fletchley')",0.07142857142857142
"('Oliver Wood', 'Katie Bell')",0.875
"('Oliver Wood', 'Kevin Whitby')",0.0
"('Oliver Wood', 'Lavender Brown')",0.1111111111111111
"('Oliver Wood', 'Leanne')",0.1111111111111111
"('Oliver Wood', 'Lee Jordan')",0.4444444444444444
"('Oliver Wood', 'Lucian Bole')",0.0
"('Oliver Wood', 'Luna Lovegood')",0.16666666666666666
"('Oliver Wood', 'Malcolm Baddock')",0.0
"('Oliver Wood', 'Mandy Brocklehurst')",0.0
"('Oliver Wood', 'Marcus Belby')",0.0
"('Oliver Wood', 'Marcus Flint')",0.0
"('Oliver Wood', 'Michael Corner')",0.0
"('Oliver Wood', 'Miles Bletchley')",0.0
"('Oliver Wood', 'Millicent Bulstrode')",0.0
"('Oliver Wood', 'Natalie McDonald')",0.0
"('Oliver Wood', 'Neville Longbottom')",0.14285714285714285
"('Oliver Wood', 'Orla Quirke')",0.0
"('Oliver Wood', 'Owen Cauldwell')",0.0
"('Oliver Wood', 'Padma Patil')",0.125
"('Oliver Wood', 'Pansy Parkinson')",0.0
"('Oliver Wood', 'Parvati Patil')",0.0
"('Oliver Wood', 'Penelope Clearwater')",0.0
"('Oliver Wood', 'Percy Weasley')",0.2
"('Oliver Wood', 'Peregrine Derrick')",0.0
"('Oliver Wood', 'Roger Davies')",0.0
"('Oliver Wood', 'Romilda Vane')",0.0
"('Oliver Wood', 'Ronald Weasley')",0.4375
"('Oliver Wood', 'Rose Zeller')",0.0
"('Oliver Wood', 'Seamus Finnigan')",0.14285714285714285
"('Oliver Wood', 'Stewart Ackerley')",0.0
"('Oliver Wood', 'Susan Bones')",0.07142857142857142
"('Oliver Wood', 'Terry Boot')",0.06666666666666667
"('Oliver Wood', 'Theodore Nott')",0.0
"('Oliver Wood', 'Vincent Crabbe')",0.0
"('Oliver Wood', 'Zacharias Smith')",0.0
"('Orla Quirke', 'Adrian Pucey')",0.0
"('Orla Quirke', 'Alicia Spinnet')",0.0
"('Orla Quirke', 'Angelina Johnson')",0.0
"('Orla Quirke', 'Anthony Goldstein')",0.0
"('Orla Quirke', 'Blaise Zabini')",0.0
"('Orla Quirke', 'C. Warrington')",0.0
"('Orla Quirke', 'Cedric Diggory')",0.0
"('Orla Quirke', 'Cho Chang')",0.0
"('Orla Quirke', 'Colin Creevey')",0.0
"('Orla Quirke', 'Cormac McLaggen')",0.0
"('Orla Quirke', 'Dean Thomas')",0.0
"('Orla Quirke', 'Demelza Robins')",0.0
"('Orla Quirke', 'Dennis Creevey')",0.0
"('Orla Quirke', 'Draco Malfoy')",0.0
"('Orla Quirke', 'Eddie Carmichael')",0.0
"('Orla Quirke', 'Eleanor Branstone')",0.0
"('Orla Quirke', 'Ernie Macmillan')",0.0
"('Orla Quirke', 'Euan Abercrombie')",0.0
"('Orla Quirke', 'Fred Weasley')",0.0
"('Orla Quirke', 'George Weasley')",0.0
"('Orla Quirke', 'Ginny Weasley')",0.0
"('Orla Quirke', 'Graham Pritchard')",0.0
"('Orla Quirke', 'Gregory Goyle')",0.0
"('Orla Quirke', 'Hannah Abbott')",0.0
"('Orla Quirke', 'Harry James Potter')",0.0
"('Orla Quirke', 'Hermione Granger')",0.0
"('Orla Quirke', 'Jimmy Peakes')",0.0
"('Orla Quirke', 'Justin Finch-Fletchley')",0.0
"('Orla Quirke', 'Katie Bell')",0.0
"('Orla Quirke', 'Kevin Whitby')",0.0
"('Orla Quirke', 'Lavender Brown')",0.0
"('Orla Quirke', 'Leanne')",0.0
"('Orla Quirke', 'Lee Jordan')",0.0
"('Orla Quirke', 'Lucian Bole')",0.0
"('Orla Quirke', 'Luna Lovegood')",0.0
"('Orla Quirke', 'Malcolm Baddock')",0.0
"('Orla Quirke', 'Mandy Brocklehurst')",0.0
"('Orla Quirke', 'Marcus Belby')",0.0
"('Orla Quirke', 'Marcus Flint')",0.0
"('Orla Quirke', 'Michael Corner')",0.0
"('Orla Quirke', 'Miles Bletchley')",0.0
"('Orla Quirke', 'Millicent Bulstrode')",0.0
"('Orla Quirke', 'Natalie McDonald')",0.0
"('Orla Quirke', 'Neville Longbottom')",0.0
"('Orla Quirke', 'Oliver Wood')",0.0
"('Orla Quirke', 'Owen Cauldwell')",0.0
"('Orla Quirke', 'Padma Patil')",0.0
"('Orla Quirke', 'Pansy Parkinson')",0.0
"('Orla Quirke', 'Parvati Patil')",0.0
"('Orla Quirke', 'Penelope Clearwater')",0.0
"('Orla Quirke', 'Percy Weasley')",0.0
"('Orla Quirke', 'Peregrine Derrick')",0.0
"('Orla Quirke', 'Roger Davies')",0.0
"('Orla Quirke', 'Romilda Vane')",0.0
"('Orla Quirke', 'Ronald Weasley')",0.0
"('Orla Quirke', 'Rose Zeller')",0.0
"('Orla Quirke', 'Seamus Finnigan')",0.0
"('Orla Quirke', 'Stewart Ackerley')",0.0
"('Orla Quirke', 'Susan Bones')",0.0
"('Orla Quirke', 'Terry Boot')",0.0
"('Orla Quirke', 'Theodore Nott')",0.0
"('Orla Quirke', 'Vincent Crabbe')",0.0
"('Orla Quirke', 'Zacharias Smith')",0.0
"('Owen Cauldwell', 'Adrian Pucey')",0.0
"('Owen Cauldwell', 'Alicia Spinnet')",0.0
"('Owen Cauldwell', 'Angelina Johnson')",0.0
"('Owen Cauldwell', 'Anthony Goldstein')",0.0
"('Owen Cauldwell', 'Blaise Zabini')",0.0
"('Owen Cauldwell', 'C. Warrington')",0.0
"('Owen Cauldwell', 'Cedric Diggory')",0.0
"('Owen Cauldwell', 'Cho Chang')",0.0
"('Owen Cauldwell', 'Colin Creevey')",0.0
"('Owen Cauldwell', 'Cormac McLaggen')",0.0
"('Owen Cauldwell', 'Dean Thomas')",0.0
"('Owen Cauldwell', 'Demelza Robins')",0.0
"('Owen Cauldwell', 'Dennis Creevey')",0.0
"('Owen Cauldwell', 'Draco Malfoy')",0.0
"('Owen Cauldwell', 'Eddie Carmichael')",0.0
"('Owen Cauldwell', 'Eleanor Branstone')",0.0
"('Owen Cauldwell', 'Ernie Macmillan')",0.0
"('Owen Cauldwell', 'Euan Abercrombie')",0.0
"('Owen Cauldwell', 'Fred Weasley')",0.0
"('Owen Cauldwell', 'George Weasley')",0.0
"('Owen Cauldwell', 'Ginny Weasley')",0.0
"('Owen Cauldwell', 'Graham Pritchard')",0.0
"('Owen Cauldwell', 'Gregory Goyle')",0.0
"('Owen Cauldwell', 'Hannah Abbott')",0.0
"('Owen Cauldwell', 'Harry James Potter')",0.0
"('Owen Cauldwell', 'Hermione Granger')",0.0
"('Owen Cauldwell', 'Jimmy Peakes')",0.0
"('Owen Cauldwell', 'Justin Finch-Fletchley')",0.0
"('Owen Cauldwell', 'Katie Bell')",0.0
"('Owen Cauldwell', 'Kevin Whitby')",0.0
"('Owen Cauldwell', 'Lavender Brown')",0.0
"('Owen Cauldwell', 'Leanne')",0.0
"('Owen Cauldwell', 'Lee Jordan')",0.0
"('Owen Cauldwell', 'Lucian Bole')",0.0
"('Owen Cauldwell', 'Luna Lovegood')",0.0
"('Owen Cauldwell', 'Malcolm Baddock')",0.0
"('Owen Cauldwell', 'Mandy Brocklehurst')",0.0
"('Owen Cauldwell', 'Marcus Belby')",0.0
"('Owen Cauldwell', 'Marcus Flint')",0.0
"('Owen Cauldwell', 'Michael Corner')",0.0
"('Owen Cauldwell', 'Miles Bletchley')",0.0
"('Owen Cauldwell', 'Millicent Bulstrode')",0.0
"('Owen Cauldwell', 'Natalie McDonald')",0.0
"('Owen Cauldwell', 'Neville Longbottom')",0.0
"('Owen Cauldwell', 'Oliver Wood')",0.0
"('Owen Cauldwell', 'Orla Quirke')",0.0
"('Owen Cauldwell', 'Padma Patil')",0.0
"('Owen Cauldwell', 'Pansy Parkinson')",0.0
"('Owen Cauldwell', 'Parvati Patil')",0.0
"('Owen Cauldwell', 'Penelope Clearwater')",0.0
"('Owen Cauldwell', 'Percy Weasley')",0.0
"('Owen Cauldwell', 'Peregrine Derrick')",0.0
"('Owen Cauldwell', 'Roger Davies')",0.0
"('Owen Cauldwell', 'Romilda Vane')",0.0
"('Owen Cauldwell', 'Ronald Weasley')",0.0
"('Owen Cauldwell', 'Rose Zeller')",0.0
"('Owen Cauldwell', 'Seamus Finnigan')",0.0
"('Owen Cauldwell', 'Stewart Ackerley')",0.0
"('Owen Cauldwell', 'Susan Bones')",0.0
"('Owen Cauldwell', 'Terry Boot')",0.0
"('Owen Cauldwell', 'Theodore Nott')",0.0
"('Owen Cauldwell', 'Vincent Crabbe')",0.0
"('Owen Cauldwell', 'Zacharias Smith')",0.0
"('Padma Patil', 'Adrian Pucey')",0.0
"('Padma Patil', 'Alicia Spinnet')",0.1111111111111111
"('Padma Patil', 'Angelina Johnson')",0.1111111111111111
"('Padma Patil', 'Anthony Goldstein')",0.14285714285714285
"('Padma Patil', 'Blaise Zabini')",0.0
"('Padma Patil', 'C. Warrington')",0.0
"('Padma Patil', 'Cedric Diggory')",0.3333333333333333
"('Padma Patil', 'Cho Chang')",0.5
"('Padma Patil', 'Colin Creevey')",0.3333333333333333
"('Padma Patil', 'Cormac McLaggen')",0.0
"('Padma Patil', 'Dean Thomas')",0.125
"('Padma Patil', 'Demelza Robins')",0.0
"('Padma Patil', 'Dennis Creevey')",0.3333333333333333
"('Padma Patil', 'Draco Malfoy')",0.0
"('Padma Patil', 'Eddie Carmichael')",0.0
"('Padma Patil', 'Eleanor Branstone')",0.0
"('Padma Patil', 'Ernie Macmillan')",0.14285714285714285
"('Padma Patil', 'Euan Abercrombie')",0.0
"('Padma Patil', 'Fred Weasley')",0.09090909090909091
"('Padma Patil', 'George Weasley')",0.09090909090909091
"('Padma Patil', 'Ginny Weasley')",0.1111111111111111
"('Padma Patil', 'Graham Pritchard')",0.0
"('Padma Patil', 'Gregory Goyle')",0.0
"('Padma Patil', 'Hannah Abbott')",0.14285714285714285
"('Padma Patil', 'Harry James Potter')",0.05
"('Padma Patil', 'Hermione Granger')",0.06666666666666667
"('Padma Patil', 'Jimmy Peakes')",0.0
"('Padma Patil', 'Justin Finch-Fletchley')",0.14285714285714285
"('Padma Patil', 'Katie Bell')",0.14285714285714285
"('Padma Patil', 'Kevin Whitby')",0.0
"('Padma Patil', 'Lavender Brown')",0.0
"('Padma Patil', 'Leanne')",0.0
"('Padma Patil', 'Lee Jordan')",0.2
"('Padma Patil', 'Lucian Bole')",0.0
"('Padma Patil', 'Luna Lovegood')",0.16666666666666666
"('Padma Patil', 'Malcolm Baddock')",0.0
"('Padma Patil', 'Mandy Brocklehurst')",0.0
"('Padma Patil', 'Marcus Belby')",0.0
"('Padma Patil', 'Marcus Flint')",0.0
"('Padma Patil', 'Michael Corner')",0.0
"('Padma Patil', 'Miles Bletchley')",0.0
"('Padma Patil', 'Millicent Bulstrode')",0.0
"('Padma Patil', 'Natalie McDonald')",0.0
"('Padma Patil', 'Neville Longbottom')",0.125
"('Padma Patil', 'Oliver Wood')",0.125
"('Padma Patil', 'Orla Quirke')",0.0
"('Padma Patil', 'Owen Cauldwell')",0.0
"('Padma Patil', 'Pansy Parkinson')",0.0
"('Padma Patil', 'Parvati Patil')",0.0
"('Padma Patil', 'Penelope Clearwater')",0.0
"('Padma Patil', 'Percy Weasley')",0.25
"('Padma Patil', 'Peregrine Derrick')",0.0
"('Padma Patil', 'Roger Davies')",0.0
"('Padma Patil', 'Romilda Vane')",0.0
"('Padma Patil', 'Ronald Weasley')",0.06666666666666667
"('Padma Patil', 'Rose Zeller')",0.0
"('Padma Patil', 'Seamus Finnigan')",0.125
"('Padma Patil', 'Stewart Ackerley')",0.0
"('Padma Patil', 'Susan Bones')",0.14285714285714285
"('Padma Patil', 'Terry Boot')",0.125
"('Padma Patil', 'Theodore Nott')",0.0
"('Padma Patil', 'Vincent Crabbe')",0.0
"('Padma Patil', 'Zacharias Smith')",0.0
"('Pansy Parkinson', 'Adrian Pucey')",0.0
"('Pansy Parkinson', 'Alicia Spinnet')",0.0
"('Pansy Parkinson', 'Angelina Johnson')",0.0
"('Pansy Parkinson', 'Anthony Goldstein')",0.0
"('Pansy Parkinson', 'Blaise Zabini')",0.0
"('Pansy Parkinson', 'C. Warrington')",0.0
"('Pansy Parkinson', 'Cedric Diggory')",0.0
"('Pansy Parkinson', 'Cho Chang')",0.0
"('Pansy Parkinson', 'Colin Creevey')",0.0
"('Pansy Parkinson', 'Cormac McLaggen')",0.0
"('Pansy Parkinson', 'Dean Thomas')",0.0
"('Pansy Parkinson', 'Demelza Robins')",0.0
"('Pansy Parkinson', 'Dennis Creevey')",0.0
"('Pansy Parkinson', 'Draco Malfoy')",0.4
"('Pansy Parkinson', 'Eddie Carmichael')",0.0
"('Pansy Parkinson', 'Eleanor Branstone')",0.0
"('Pansy Parkinson', 'Ernie Macmillan')",0.0
"('Pansy Parkinson', 'Euan Abercrombie')",0.0
"('Pansy Parkinson', 'Fred Weasley')",0.0
"('Pansy Parkinson', 'George Weasley')",0.0
"('Pansy Parkinson', 'Ginny Weasley')",0.0
"('Pansy Parkinson', 'Graham Pritchard')",0.0
"('Pansy Parkinson', 'Gregory Goyle')",1.0
"('Pansy Parkinson', 'Hannah Abbott')",0.0
"('Pansy Parkinson', 'Harry James Potter')",0.0
"('Pansy Parkinson', 'Hermione Granger')",0.0
"('Pansy Parkinson', 'Jimmy Peakes')",0.0
"('Pansy Parkinson', 'Justin Finch-Fletchley')",0.0
"('Pansy Parkinson', 'Katie Bell')",0.0
"('Pansy Parkinson', 'Kevin Whitby')",0.0
"('Pansy Parkinson', 'Lavender Brown')",0.0
"('Pansy Parkinson', 'Leanne')",0.0
"('Pansy Parkinson', 'Lee Jordan')",0.0
"('Pansy Parkinson', 'Lucian Bole')",0.0
"('Pansy Parkinson', 'Luna Lovegood')",0.0
"('Pansy Parkinson', 'Malcolm Baddock')",0.0
"('Pansy Parkinson', 'Mandy Brocklehurst')",0.0
"('Pansy Parkinson', 'Marcus Belby')",0.0
"('Pansy Parkinson', 'Marcus Flint')",0.2
"('Pansy Parkinson', 'Michael Corner')",0.0
"('Pansy Parkinson', 'Miles Bletchley')",0.0
"('Pansy Parkinson', 'Millicent Bulstrode')",0.0
"('Pansy Parkinson', 'Natalie McDonald')",0.0
"('Pansy Parkinson', 'Neville Longbottom')",0.0
"('Pansy Parkinson', 'Oliver Wood')",0.0
"('Pansy Parkinson', 'Orla Quirke')",0.0
"('Pansy Parkinson', 'Owen Cauldwell')",0.0
"('Pansy Parkinson', 'Padma Patil')",0.0
"('Pansy Parkinson', 'Parvati Patil')",0.0
"('Pansy Parkinson', 'Penelope Clearwater')",0.0
"('Pansy Parkinson', 'Percy Weasley')",0.0
"('Pansy Parkinson', 'Peregrine Derrick')",0.0
"('Pansy Parkinson', 'Roger Davies')",0.0
"('Pansy Parkinson', 'Romilda Vane')",0.0
"('Pansy Parkinson', 'Ronald Weasley')",0.0
